"Species","Pres","Year","Site","Dataset"
"Gymnothorax prasinus",1,"2018","Gordons Bay","RLS"
"Istigobius hoesei",1,"2018","Gordons Bay","RLS"
"Trinorfolkia clarkei",1,"2018","Gordons Bay","RLS"
"Cristiceps aurantiacus",1,"2019","Gordons Bay","RLS"
"Heteroclinus roseus",1,"2019","Gordons Bay","RLS"
"Heteroclinus whiteleggii",1,"2019","Gordons Bay","RLS"
"Limnichthys fasciatus",1,"2019","Gordons Bay","RLS"
"Trinorfolkia clarkei",1,"2019","Gordons Bay","RLS"
"Optivus agastos",1,"2019","Gordons Bay","RLS"
"Eocallionymus papilio",1,"2019","Gordons Bay","RLS"
"Platycephalus caeruleopunctatus",1,"2019","Gordons Bay","RLS"
"Heteroclinus whiteleggii",1,"2017","Gordons Bay","RLS"
"Pempheris compressa",1,"2017","Gordons Bay","RLS"
"Trinorfolkia clarkei",1,"2017","Gordons Bay","RLS"
"Pempheris compressa",1,"2018","Gordons Bay","RLS"
"Parablennius intermedius",1,"2018","Gordons Bay","RLS"
"Pempheris affinis",1,"2019","Gordons Bay","RLS"
"Acanthistius ocellatus",1,"2019","Gordons Bay","RLS"
"Chironemus marmoratus",1,"2019","Gordons Bay","RLS"
"Gymnothorax prasinus",1,"2019","Gordons Bay","RLS"
"Cnidoglanis macrocephalus",1,"2019","Clifton Gardens","RLS"
"Cochleoceps orientalis",1,"2018","Camp Cove","RLS"
"Gymnothorax prasinus",1,"2018","Camp Cove","RLS"
"Trinorfolkia clarkei",1,"2018","Camp Cove","RLS"
"Eocallionymus papilio",1,"2017","Camp Cove","RLS"
"Trinorfolkia clarkei",1,"2019","Shelly Beach","RLS"
"Istigobius hoesei",1,"2017","Kurnell","RLS"
"Trinorfolkia clarkei",1,"2018","Kurnell","RLS"
"Pempheris multiradiata",1,"2018","Kurnell","RLS"
"Heterodontus galeatus",1,"2018","Kurnell","RLS"
"Enneapterygius atrogulare",1,"2017","Shiprock","RLS"
"Istigobius hoesei",1,"2017","Shiprock","RLS"
"Batrachomoeus dubius",1,"2017","Shiprock","RLS"
"Parablennius intermedius",1,"2017","Shiprock","RLS"
"Enneapterygius atrogulare",1,"2018","Shiprock","RLS"
"Cirrhitichthys aprinus",1,"2019","Shiprock","RLS"
"Enneapterygius atrogulare",1,"2017","Bare Island","RLS"
"Istigobius hoesei",1,"2019","Bare Island","RLS"
"Gymnothorax prasinus",1,"2017","Bare Island","RLS"
"Scorpaena jacksoniensis",1,"2017","Bare Island","RLS"
"Trinorfolkia clarkei",1,"2017","Bare Island","RLS"
"Scorpaena jacksoniensis",1,"2018","Bare Island","RLS"
"Trinorfolkia clarkei",1,"2018","Bare Island","RLS"
"Gymnothorax prasinus",1,"2019","Bare Island","RLS"
"Plagiotremus tapeinosoma",1,"2019","Bare Island","RLS"
"Batrachomoeus dubius",1,"2019","Camp Cove","RLS"
"Istigobius hoesei",1,"2019","Camp Cove","RLS"
"Vincentia novaehollandiae",1,"2019","Camp Cove","RLS"
"Enneapterygius atrogulare",1,"2017","Camp Cove","RLS"
"Trinorfolkia clarkei",1,"2017","Camp Cove","RLS"
"Festucalex cinctus",1,"2018","Camp Cove","RLS"
"Filicampus tigris",1,"2018","Camp Cove","RLS"
"Batrachomoeus dubius",1,"2018","Camp Cove","RLS"
"Vincentia novaehollandiae",1,"2018","Camp Cove","RLS"
"Aspasmogaster costata",1,"2018","Camp Cove","RLS"
"Eocallionymus papilio",1,"2018","Camp Cove","RLS"
"Dendrochirus brachypterus",1,"2017","Camp Cove","RLS"
"Vincentia novaehollandiae",1,"2017","Camp Cove","RLS"
"Cnidoglanis macrocephalus",1,"2017","Camp Cove","RLS"
"Gymnothorax prasinus",1,"2019","Camp Cove","RLS"
"Hypoplectrodes nigroruber",1,"2019","Camp Cove","RLS"
"Synodus variegatus",1,"2019","Camp Cove","RLS"
"Aspasmogaster costata",1,"2019","Camp Cove","RLS"
"Hypoplectrodes maccullochi",1,"2019","Camp Cove","RLS"
"Limnichthys fasciatus",1,"2019","Kurnell","RLS"
"Scorpaena jacksoniensis",1,"2019","Kurnell","RLS"
"Trygonoptera testacea",1,"2019","Kurnell","RLS"
"Enneapterygius atrogulare",1,"2019","Kurnell","RLS"
"Trinorfolkia clarkei",1,"2019","Kurnell","RLS"
